,title,availability,price,url,ups,category
147,The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,Instock,£37.34,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,e4c7f3487d17fd42,Food and Drink
148,The Murder of Roger Ackroyd (Hercule Poirot #4),Instock,£44.10,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,c7b5183f4d1d4efe,Mystery
149,The Mistake (Off-Campus #2),Instock,£43.29,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,99ff4cc6491e8f5c,New Adult
150,The Matchmaker's Playbook (Wingmen Inc. #1),Instock,£55.85,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,08db62f24627e71f,New Adult
151,The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,Instock,£37.60,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,e28e330cbdf01126,Food and Drink
152,The Long Shadow of Small Ghosts: Murder and Memory in an American City,Instock,£10.97,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,abeafe151a587d3b,Crime
153,The Kite Runner,Instock,£41.82,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,eac1a180047ad54e,Default
154,The House by the Lake,Instock,£36.95,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,9287e238d7c3b06e,Historical Fiction
155,The Glittering Court (The Glittering Court #1),Instock,£44.28,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,2dbb7ec08cdd7f3c,Fantasy
156,The Girl on the Train,Instock,£55.02,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,e956d67c9bcc5809,Default
157,The Genius of Birds,Instock,£17.24,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,42d0d7c92b75fc1c,Nonfiction
158,The Emerald Mystery,Instock,£23.15,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,d6670dfe3e7b42bd,Default
159,The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,Instock,£41.25,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,96a38e7c813d8f1d,Food and Drink
160,The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,Instock,£32.00,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,efc3768127714ec3,Default
161,The Artist's Way: A Spiritual Path to Higher Creativity,Instock,£38.49,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,dd047728de72ad62,Nonfiction
162,The Art of War,Instock,£33.34,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,e7469e22b5bfb3e7,Default
163,The Argonauts,Instock,£10.93,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,c99761a700ade23f,Autobiography
164,The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,Instock,£27.55,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,56e4f9eab2e8e674,Business
165,Suddenly in Love (Lake Haven #1),Instock,£55.99,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,203b7f94b7d6115f,Romance
166,Something More Than This,Instock,£16.24,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,ca71e72655bece85,Romance
167,Soft Apocalypse,Instock,£26.12,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,2a70769cdc6eb8b8,Science Fiction
168,So You've Been Publicly Shamed,Instock,£12.23,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,1b33663ad7b95fd8,Nonfiction
169,Shoe Dog: A Memoir by the Creator of NIKE,Instock,£23.99,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,0e0dcc3339602b28,Business
170,"Shobu Samurai, Project Aryoku (#3)",Instock,£29.06,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,0c27e6c3744fc14b,Add a comment
171,Secrets and Lace (Fatal Hearts #1),Instock,£20.27,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,ad04ad9fc179fc5d,Default
172,Scarlett Epstein Hates It Here,Instock,£43.55,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,1c929cfd16b71907,Young Adult
173,Romero and Juliet: A Tragic Tale of Love and Zombies,Instock,£36.94,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,e656e280bc8edd56,Default
174,Redeeming Love,Instock,£20.47,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,b53db2271c9624f7,Christian Fiction
175,Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,Instock,£41.06,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,d9c643fa1fc57bdb,Default
176,Poems That Make Grown Women Cry,Instock,£14.19,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,31001a1210623bd4,Poetry
177,"Nightingale, Sing",Instock,£38.28,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html,50b8f80311b31ede,Young Adult
178,Night Sky with Exit Wounds,Instock,£41.05,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,cfeb1e1e0e695b58,Poetry
179,Mrs. Houdini,Instock,£30.25,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,a40723994f715420,Historical Fiction
180,Modern Romance,Instock,£28.26,https://books.toscrape.com/catalogue/modern-romance_820/index.html,caf4fe9311f1dc59,Add a comment
181,Miss Peregrine’s Home for Peculiar Children (Miss Peregrine’s Peculiar Children #1),Instock,£10.76,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,af96613fdd793a3c,Default
182,Louisa: The Extraordinary Life of Mrs. Adams,Instock,£16.85,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,d69dd8dac66f9f84,Biography
183,Little Red,Instock,£13.47,https://books.toscrape.com/catalogue/little-red_817/index.html,4aa03792b50f0b22,Childrens
184,Library of Souls (Miss Peregrine’s Peculiar Children #3),Instock,£48.56,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,ba54932df84e8cea,Young Adult
185,Large Print Heart of the Pride,Instock,£19.15,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,c1afd71fc86bf682,Default
186,I Had a Nice Time And Other Lies...: How to find love & sh*t like that,Instock,£57.36,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,fd8585283fc7d2d7,Womens Fiction
187,Hollow City (Miss Peregrine’s Peculiar Children #2),Instock,£42.98,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,4ce91d31c1e57c33,Fantasy
188,Grumbles,Instock,£22.16,https://books.toscrape.com/catalogue/grumbles_812/index.html,d163dd6c352fbcd2,Default
189,Full Moon over Noah’s Ark: An Odyssey to Mount Ararat and Beyond,Instock,£49.43,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,ce60436f52c5ee68,Travel
190,Frostbite (Vampire Academy #2),Instock,£29.99,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,116a2fdc9a45bab0,Young Adult
191,Follow You Home,Instock,£21.36,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,8585760646e3aa2a,Horror
192,First Steps for New Christians (Print Edition),Instock,£29.00,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,2f88b08bf0a0e367,Default
193,Finders Keepers (Bill Hodges Trilogy #2),Instock,£53.53,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,edb3097e71330040,Fiction
194,"Fables, Vol. 1: Legends in Exile (Fables #1)",Instock,£41.62,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,65d034adf80834b7,Sequential Art
195,Eureka Trivia 6.0,Instock,£54.59,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,29c0025455f8c585,Default
196,Drive: The Surprising Truth About What Motivates Us,Instock,£34.95,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,6ffb36aaeff1c81e,Default
197,Done Rubbed Out (Reightman & Bailey #1),Instock,£37.72,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,f6d967cdadc6fbd9,Default
198,Doing It Over (Most Likely To #1),Instock,£35.61,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,3a11bb962ff45b78,Romance
199,"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",Instock,£42.16,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,46c1530d7546ea6d,Food and Drink
200,Dark Notes,Instock,£19.19,https://books.toscrape.com/catalogue/dark-notes_800/index.html,88c21fcd38e2486e,Erotica
201,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Instock,£19.43,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,3b9a3b4624b7fd6d,Nonfiction
202,Close to You,Instock,£49.46,https://books.toscrape.com/catalogue/close-to-you_798/index.html,a57b1dcbd6849222,Christian Fiction
203,Chasing Heaven: What Dying Taught Me About Living,Instock,£37.80,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,513271dadc1322ae,Spirituality
204,Big Magic: Creative Living Beyond Fear,Instock,£30.80,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,1f329c2e7d7de8bd,Nonfiction
205,Becoming Wise: An Inquiry into the Mystery and Art of Living,Instock,£27.43,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,919e7cb2269a25d2,Nonfiction
206,Beauty Restored (Riley Family Legacy Novellas #3),Instock,£11.11,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,3f69e667a67e54d9,Default
207,Batman: The Long Halloween (Batman),Instock,£36.50,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,7edc0527cf782e19,Sequential Art
208,Batman: The Dark Knight Returns (Batman),Instock,£15.38,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,47271d8e08b5d31c,Sequential Art
209,Ayumi's Violin,Instock,£15.48,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,05f7c6d9a4e582d3,Default
210,Anonymous,Instock,£46.82,https://books.toscrape.com/catalogue/anonymous_790/index.html,d24b829be2ca81c4,Default
211,Amy Meets the Saints and Sages,Instock,£18.46,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,7ebfa6c1bee69e1e,Default
212,Amid the Chaos,Instock,£36.58,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,bb8245f52c7cce8f,Cultural
213,Amatus,Instock,£50.54,https://books.toscrape.com/catalogue/amatus_787/index.html,ffd54178acc9a6a5,Default
214,Agnostic: A Spirited Manifesto,Instock,£12.51,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,d195e7f4ed697350,Nonfiction
215,Zealot: The Life and Times of Jesus of Nazareth,Instock,£24.70,https://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html,dd5bfa6cc2c0ecc3,History
216,You (You #1),Instock,£43.61,https://books.toscrape.com/catalogue/you-you-1_784/index.html,024387ca4cafd5cc,Thriller
217,"Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1)",Instock,£37.34,https://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html,047097293bb4d1c0,Sequential Art
218,Wild Swans,Instock,£14.36,https://books.toscrape.com/catalogue/wild-swans_782/index.html,3fb15ace50d6142b,Young Adult
219,Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,Instock,£52.65,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,2b5054a4192e9b06,Politics
220,Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity,Instock,£38.20,https://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html,44a10f1ac8ce822e,Nonfiction
221,What's It Like in Space?: Stories from Astronauts Who've Been There,Instock,£19.60,https://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html,6fd646a334e6e133,Nonfiction
222,"We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1)",Instock,£53.90,https://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html,92275cedf6d8ee15,Sequential Art
223,Walt Disney's Alice in Wonderland,Instock,£12.96,https://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html,6a31307a81e8f3a8,Childrens
224,V for Vendetta (V for Vendetta Complete),Instock,£37.10,https://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html,4a1debca3135ff37,Default
225,Until Friday Night (The Field Party #1),Instock,£46.31,https://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html,aba2db9afb1469c7,Young Adult
226,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Instock,£45.95,https://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html,76c84daa539426e2,Default
227,Twenty Yawns,Instock,£22.08,https://books.toscrape.com/catalogue/twenty-yawns_773/index.html,1d6443ffba9dfd80,Childrens
228,Through the Woods,Instock,£25.38,https://books.toscrape.com/catalogue/through-the-woods_772/index.html,6e44bcbeac7f4360,Sequential Art
229,This Is Where It Ends,Instock,£27.12,https://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html,f0f38174a7e689a3,Young Adult
230,The Year of Magical Thinking,Instock,£43.04,https://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html,34c0d7c4ee5650af,Nonfiction
231,The Wright Brothers,Instock,£56.80,https://books.toscrape.com/catalogue/the-wright-brothers_769/index.html,08b2f71d93836313,Default
232,The White Queen (The Cousins' War #1),Instock,£25.91,https://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html,6875c5657661b2fb,Add a comment
233,The Wedding Pact (The O'Malleys #2),Instock,£32.61,https://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html,c5cb9f885d8b3621,Romance
234,The Time Keeper,Instock,£27.88,https://books.toscrape.com/catalogue/the-time-keeper_766/index.html,e9906e2f0d189745,Fiction
235,The Testament of Mary,Instock,£52.67,https://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html,081305e6df719dff,Fiction
236,The Star-Touched Queen,Instock,£46.02,https://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html,1528279aec1f3dce,Fantasy
237,The Songs of the Gods,Instock,£44.48,https://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html,00c4543ec6bd25b4,Default
238,The Song of Achilles,Instock,£37.40,https://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html,e88fb1c9397cfb27,Add a comment
239,The Rosie Project (Don Tillman #1),Instock,£54.04,https://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html,012094e90a4b908d,Default
240,The Power of Habit: Why We Do What We Do in Life and Business,Instock,£16.88,https://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html,6bdd909329435e80,Default
241,The Marriage of Opposites,Instock,£28.08,https://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html,52cf2a5933ec5d8f,Historical Fiction
242,The Lucifer Effect: Understanding How Good People Turn Evil,Instock,£10.40,https://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html,4e812d32d64e2431,Psychology
243,The Long Haul (Diary of a Wimpy Kid #9),Instock,£44.07,https://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html,f21effc079a2b38a,Humor
244,The Loney,Instock,£23.40,https://books.toscrape.com/catalogue/the-loney_756/index.html,2d88a31f325dfd3b,Horror
245,The Literature Book (Big Ideas Simply Explained),Instock,£17.43,https://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html,4881cc53f6c8892f,Nonfiction
246,The Last Mile (Amos Decker #2),Instock,£54.21,https://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html,3bc89353f7e3a3cc,Mystery
247,The Immortal Life of Henrietta Lacks,Instock,£40.67,https://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html,f72f61ad6a5f12ed,Add a comment
248,The Hidden Oracle (The Trials of Apollo #1),Instock,£52.26,https://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html,992974ba6a0536ea,Fantasy
249,The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,Instock,£28.77,https://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html,ddc8340dabc8641b,Food and Drink
250,The Guilty (Will Robie #4),Instock,£13.82,https://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html,847935fc68707426,Thriller
251,The First Hostage (J.B. Collins #2),Instock,£25.85,https://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html,a86972014275e072,Fiction
252,The Dovekeepers,Instock,£48.78,https://books.toscrape.com/catalogue/the-dovekeepers_748/index.html,3d76bc83c6b644c9,Add a comment
253,The Darkest Lie,Instock,£35.35,https://books.toscrape.com/catalogue/the-darkest-lie_747/index.html,6edacfd1f8ebb9eb,Young Adult
254,The Bane Chronicles (The Bane Chronicles #1-11),Instock,£44.73,https://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html,dc6f688b82e42a5b,Fantasy
255,The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts,Instock,£15.77,https://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html,923831a05c9f91f7,Nonfiction
256,The 14th Colony (Cotton Malone #11),Instock,£39.24,https://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html,1b8187fa4bf6ab05,Thriller
257,That Darkness (Gardiner and Renner #1),Instock,£13.92,https://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html,0c7b9cf2b7662b65,Mystery
258,Tastes Like Fear (DI Marnie Rome #3),Instock,£10.69,https://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html,2d1e337aaf341858,Mystery
259,Take Me with You,Instock,£45.21,https://books.toscrape.com/catalogue/take-me-with-you_741/index.html,2c04320e110a14a3,Fiction
260,Swell: A Year of Waves,Instock,£45.58,https://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html,4c8b7540409da4ac,Nonfiction
261,Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1),Instock,£11.89,https://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html,ac8e3949d284e9a9,Sequential Art
262,Still Life with Bread Crumbs,Instock,£26.41,https://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html,fe44cc816576c652,Fiction
263,Steve Jobs,Instock,£39.50,https://books.toscrape.com/catalogue/steve-jobs_737/index.html,95019eac1c0a052f,Default
264,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Instock,£44.74,https://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html,3edcccc4f341fb1a,Science
265,Someone Like You (The Harrisons #2),Instock,£52.79,https://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html,a278db6b2b09cf9f,Contemporary
266,"So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6)",Instock,£35.43,https://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html,394f6d30cafc3edb,Sequential Art
267,Shtum,Instock,£55.84,https://books.toscrape.com/catalogue/shtum_733/index.html,830fb3967c74866d,Fiction
268,See America: A Celebration of Our National Parks & Treasured Sites,Instock,£48.87,https://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html,f9705c362f070608,Travel
269,salt.,Instock,£46.78,https://books.toscrape.com/catalogue/salt_731/index.html,86cbddb61ea78bb7,Poetry
270,Robin War,Instock,£47.82,https://books.toscrape.com/catalogue/robin-war_730/index.html,85b2176b3b194030,Sequential Art
271,"Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1)",Instock,£25.48,https://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html,31e2e2d9cca3778f,Sequential Art
272,Rain Fish,Instock,£23.57,https://books.toscrape.com/catalogue/rain-fish_728/index.html,a6454e329f872b78,Childrens
273,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Instock,£50.89,https://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html,aa35446aab16017f,Poetry
274,Pet Sematary,Instock,£10.56,https://books.toscrape.com/catalogue/pet-sematary_726/index.html,af58a74e4b2a23a0,Horror
275,"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",Instock,£52.15,https://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html,8ecf0356a3878811,Self Help
276,Once Was a Time,Instock,£18.28,https://books.toscrape.com/catalogue/once-was-a-time_724/index.html,e34efcc824685332,Childrens
277,Old School (Diary of a Wimpy Kid #10),Instock,£11.83,https://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html,02b74068fa98d8a4,Humor
278,No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon,Instock,£21.95,https://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html,132ec5e8c984adef,Nonfiction
279,"Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14)",Instock,£38.39,https://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html,71e36f33981ddb74,Sequential Art
280,My Name Is Lucy Barton,Instock,£41.56,https://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html,727bf2b86b19ad88,Fiction
281,My Mrs. Brown,Instock,£24.48,https://books.toscrape.com/catalogue/my-mrs-brown_719/index.html,cc82685d9f49bc2c,Fiction
282,My Kind of Crazy,Instock,£40.36,https://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html,137b0b2775701e11,Young Adult
283,Mr. Mercedes (Bill Hodges Trilogy #1),Instock,£28.90,https://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html,caa2e5b3fb1b2d4c,Fiction
284,More Than Music (Chasing the Dream #1),Instock,£37.61,https://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html,47d47155e89c8be7,Add a comment
285,Made to Stick: Why Some Ideas Survive and Others Die,Instock,£38.85,https://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html,b96fc7a0ea7d4b45,Business
286,Luis Paints the World,Instock,£53.95,https://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html,5b43cae640f2338a,Childrens
287,Luckiest Girl Alive,Instock,£49.83,https://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html,d512871626a5e588,Default
288,Lowriders to the Center of the Earth (Lowriders in Space #2),Instock,£51.51,https://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html,a10c7515834240f3,Sequential Art
289,Love Is a Mix Tape (Music #1),Instock,£18.03,https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html,adb5f51c2e2ab13f,Music
290,Looking for Lovely: Collecting the Moments that Matter,Instock,£29.14,https://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html,24af96df0bafb925,Nonfiction
291,"Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments",Instock,£46.91,https://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html,17fb5a88180f9904,Default
292,Let It Out: A Journey Through Journaling,Instock,£26.79,https://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html,1174156c4a0eccaa,Nonfiction
293,Lady Midnight (The Dark Artifices #1),Instock,£16.28,https://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html,708345c9897fd7c5,Default
294,"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",Instock,£19.55,https://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html,245e6bf08b8d2955,Food and Drink
295,Island of Dragons (Unwanteds #7),Instock,£29.65,https://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html,2b52334fab158861,Fantasy
296,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Instock,£25.98,https://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html,b8a8ff84233f0570,Humor
297,I Am Pilgrim (Pilgrim #1),Instock,£10.60,https://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html,aeff7b87a8e83ebb,Fiction
298,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Instock,£14.75,https://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html,fbb21a2f71f4d981,Humor
299,"Hush, Hush (Hush, Hush #1)",Instock,£47.02,https://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html,6b6cd77fbc91b7a6,Default
300,Hold Your Breath (Search and Rescue #1),Instock,£28.82,https://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html,0b165bd4b9f42fd5,Romance
301,Hamilton: The Revolution,Instock,£58.79,https://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html,afa829857f82f99e,Nonfiction
302,Greek Mythic History,Instock,£10.23,https://books.toscrape.com/catalogue/greek-mythic-history_698/index.html,f201f263d8c23f97,Default
